scenario,t,dt,fps,updateMs,aiMs,collisionMs,drawCalls,heapUsedMB
small_skirmish,127026,16.600,60.24,0.100,0.000,0.000,38,66.0
small_skirmish,127043,16.700,59.88,0.100,0.100,0.000,38,72.6
small_skirmish,127060,17.000,58.82,0.100,0.100,0.000,38,72.6
small_skirmish,127076,16.300,61.35,0.000,0.100,0.000,38,72.6
small_skirmish,127094,18.100,55.25,0.200,0.000,0.000,38,77.5
small_skirmish,127110,15.500,64.52,0.100,0.000,0.000,38,77.5
small_skirmish,127126,16.400,60.98,0.100,0.000,0.000,38,77.5
small_skirmish,127143,16.700,59.88,0.000,0.000,0.000,38,77.5
small_skirmish,127160,16.700,59.88,0.100,0.100,0.000,38,84.1
small_skirmish,127176,16.700,59.88,0.000,0.000,0.000,38,84.1
small_skirmish,127193,16.700,59.88,0.000,0.100,0.000,38,84.1
small_skirmish,127210,16.700,59.88,0.100,0.100,0.000,38,89.1
small_skirmish,127227,16.800,59.52,0.000,0.000,0.000,38,89.1
small_skirmish,127243,16.600,60.24,0.000,0.000,0.000,39,89.1
small_skirmish,127260,16.800,59.52,0.000,0.100,0.000,40,94.1
small_skirmish,127277,16.600,60.24,0.100,0.000,0.000,40,94.1
small_skirmish,127293,16.500,60.61,0.100,0.000,0.000,40,94.1
small_skirmish,127310,16.700,59.88,0.100,0.000,0.000,40,94.1
small_skirmish,127327,17.600,56.82,0.200,0.000,0.000,40,45.2
small_skirmish,127343,15.800,63.29,0.100,0.000,0.000,40,45.2
small_skirmish,127360,16.800,59.52,0.000,0.100,0.000,42,45.2
small_skirmish,127377,16.600,60.24,0.000,0.100,0.000,43,45.2
small_skirmish,127393,16.600,60.24,0.100,0.000,0.000,43,41.9
small_skirmish,127410,16.700,59.88,0.100,0.000,0.000,43,41.9
small_skirmish,127427,16.700,59.88,0.100,0.100,0.000,43,41.9
small_skirmish,127443,16.500,60.61,0.000,0.100,0.000,43,41.9
small_skirmish,127460,16.700,59.88,0.000,0.000,0.000,43,48.5
small_skirmish,127476,16.600,60.24,0.000,0.000,0.000,44,48.5
small_skirmish,127493,16.800,59.52,0.000,0.000,0.000,45,48.5
small_skirmish,127510,16.700,59.88,0.100,0.000,0.000,45,53.5
small_skirmish,127527,17.000,58.82,0.000,0.000,0.000,45,53.5
small_skirmish,127543,16.200,61.73,0.200,0.000,0.000,45,53.5
small_skirmish,127560,16.800,59.52,0.000,0.100,0.000,45,58.5
small_skirmish,127577,16.800,59.52,0.100,0.000,0.000,45,58.5
small_skirmish,127593,16.500,60.61,0.000,0.000,0.000,45,58.5
small_skirmish,127610,16.900,59.17,0.100,0.000,0.000,46,63.4
small_skirmish,127627,16.700,59.88,0.100,0.000,0.000,47,63.4
small_skirmish,127643,16.400,60.98,0.100,0.000,0.000,47,63.4
small_skirmish,127660,16.800,59.52,0.100,0.000,0.000,49,63.4
small_skirmish,127677,16.800,59.52,0.000,0.100,0.000,49,67.7
small_skirmish,127693,16.500,60.61,0.100,0.000,0.000,49,67.7
small_skirmish,127710,16.800,59.52,0.100,0.000,0.000,49,67.7
small_skirmish,127727,16.600,60.24,0.100,0.000,0.000,50,67.7
small_skirmish,127744,16.800,59.52,0.000,0.000,0.000,50,74.3
small_skirmish,127760,16.500,60.61,0.100,0.000,0.000,50,74.3
small_skirmish,127777,16.800,59.52,0.100,0.000,0.000,50,74.3
small_skirmish,127793,16.600,60.24,0.100,0.000,0.000,50,74.3
small_skirmish,127810,16.900,59.17,0.000,0.100,0.000,50,80.9
small_skirmish,127827,16.400,60.98,0.100,0.000,0.000,50,80.9
small_skirmish,127843,16.700,59.88,0.000,0.000,0.000,50,80.9
small_skirmish,127860,16.700,59.88,0.000,0.100,0.000,50,80.9
small_skirmish,127877,16.700,59.88,0.100,0.000,0.000,50,87.5
small_skirmish,127894,16.700,59.88,0.100,0.000,0.000,50,87.5
small_skirmish,127910,16.600,60.24,0.100,0.000,0.000,50,87.5
small_skirmish,127927,16.700,59.88,0.100,0.000,0.000,50,35.7
small_skirmish,127944,16.700,59.88,0.000,0.000,0.000,50,35.7
small_skirmish,127960,16.600,60.24,0.100,0.000,0.000,50,35.7
small_skirmish,127977,16.700,59.88,0.100,0.000,0.000,50,40.7
small_skirmish,127994,16.700,59.88,0.100,0.000,0.000,50,40.7
small_skirmish,128010,16.700,59.88,0.100,0.000,0.000,50,40.7
