scenario,t,dt,fps,updateMs,aiMs,collisionMs,drawCalls,heapUsedMB
large_battle,194225,14.900,67.11,0.100,0.000,0.000,126,47.3
large_battle,194242,16.800,59.52,0.000,0.000,0.000,126,63.7
large_battle,194259,17.000,58.82,0.100,0.000,0.000,126,63.7
large_battle,194275,16.400,60.98,0.100,0.000,0.000,126,63.7
large_battle,194295,19.500,51.28,0.100,0.000,0.000,126,76.1
large_battle,194311,15.800,63.29,0.000,0.000,0.000,126,76.1
large_battle,194325,14.700,68.03,0.000,0.000,0.000,126,76.1
large_battle,194342,16.600,60.24,0.100,0.000,0.000,126,76.1
large_battle,194359,16.600,60.24,0.100,0.100,0.000,126,92.5
large_battle,194378,19.100,52.36,0.000,0.100,0.000,126,92.5
large_battle,194399,21.000,47.62,0.100,0.000,0.000,126,92.5
large_battle,194412,13.000,76.92,0.100,0.000,0.000,126,46.1
large_battle,194434,21.900,45.66,0.100,0.100,0.000,126,46.1
large_battle,194448,14.600,68.49,0.100,0.000,0.000,126,46.1
large_battle,194462,13.600,73.53,0.100,0.000,0.000,126,54.6
large_battle,194479,17.500,57.14,0.100,0.000,0.000,126,54.6
large_battle,194497,18.200,54.95,0.000,0.100,0.000,126,54.6
large_battle,194511,13.100,76.34,0.100,0.000,0.000,126,54.6
large_battle,194531,20.900,47.85,0.000,0.000,0.000,126,69.1
large_battle,194543,11.900,84.03,0.100,0.000,0.000,126,69.1
large_battle,194560,16.500,60.61,0.000,0.100,0.000,126,69.1
large_battle,194578,18.300,54.64,0.100,0.000,0.000,126,69.1
large_battle,194596,17.900,55.87,0.100,0.000,0.000,126,83.6
large_battle,194609,13.300,75.19,0.000,0.000,0.000,126,83.6
large_battle,194631,22.100,45.25,0.000,0.000,0.000,126,83.6
large_battle,194644,12.800,78.13,0.000,0.000,0.000,126,83.6
large_battle,194659,14.500,68.97,0.100,0.100,0.000,126,96.2
large_battle,194675,16.600,60.24,0.000,0.000,0.100,126,96.2
large_battle,194692,16.800,59.52,0.100,0.000,0.000,126,96.2
large_battle,194712,20.000,50.00,0.000,0.100,0.000,126,53.0
large_battle,194731,18.800,53.19,0.000,0.000,0.000,126,53.0
large_battle,194746,15.000,66.67,0.100,0.000,0.000,126,53.0
large_battle,194760,14.500,68.97,0.000,0.000,0.000,126,53.0
large_battle,194775,15.000,66.67,0.000,0.100,0.000,126,69.5
large_battle,194792,16.800,59.52,0.000,0.000,0.000,126,69.5
large_battle,194809,16.600,60.24,0.000,0.000,0.000,126,69.5
large_battle,194830,21.100,47.39,0.000,0.000,0.000,126,81.8
large_battle,194843,13.300,75.19,0.000,0.000,0.000,126,81.8
large_battle,194859,15.400,64.94,0.000,0.000,0.000,126,81.8
large_battle,194875,16.700,59.88,0.000,0.000,0.100,126,81.8
large_battle,194897,21.500,46.51,0.000,0.000,0.000,126,96.3
large_battle,194910,13.600,73.53,0.000,0.000,0.000,126,96.3
large_battle,194933,22.700,44.05,0.000,0.100,0.000,126,96.3
large_battle,194946,12.700,78.74,0.100,0.000,0.000,126,96.3
large_battle,194972,25.700,38.91,0.100,0.000,0.000,126,42.4
large_battle,194982,10.000,100.00,0.000,0.000,0.000,126,42.4
large_battle,194994,12.900,77.52,0.000,0.000,0.000,126,42.4
large_battle,195016,21.100,47.39,0.100,0.000,0.000,126,42.4
large_battle,195027,11.900,84.03,0.000,0.100,0.000,126,53.0
large_battle,195042,14.800,67.57,0.100,0.000,0.000,126,53.0
large_battle,195059,16.800,59.52,0.000,0.000,0.000,126,53.0
large_battle,195076,16.500,60.61,0.100,0.000,0.000,126,53.0
large_battle,195093,17.300,57.80,0.100,0.000,0.000,126,69.5
large_battle,195114,21.600,46.30,0.100,0.000,0.000,126,69.5
large_battle,195128,13.600,73.53,0.100,0.000,0.000,126,69.5
large_battle,195145,16.600,60.24,0.000,0.000,0.000,126,79.9
large_battle,195159,14.200,70.42,0.000,0.000,0.000,126,79.9
large_battle,195176,17.200,58.14,0.000,0.000,0.000,126,79.9
large_battle,195192,16.300,61.35,0.100,0.000,0.000,126,79.9
large_battle,195212,19.700,50.76,0.000,0.000,0.000,126,96.4
large_battle,195229,17.300,57.80,0.000,0.000,0.000,126,96.4
large_battle,195250,20.500,48.78,0.100,0.000,0.000,126,96.4
large_battle,195263,12.800,78.12,0.000,0.100,0.000,126,50.4
large_battle,195276,13.700,72.99,0.000,0.000,0.000,126,50.4
large_battle,195295,18.900,52.91,0.000,0.100,0.000,126,50.4
large_battle,195317,21.700,46.08,0.000,0.000,0.000,126,60.8
large_battle,195329,12.200,81.97,0.100,0.000,0.000,126,60.8
large_battle,195348,18.900,52.91,0.000,0.100,0.000,126,60.8
large_battle,195364,15.800,63.29,0.100,0.000,0.000,126,60.8
large_battle,195377,12.700,78.74,0.000,0.000,0.000,126,73.4
large_battle,195398,21.500,46.51,0.000,0.000,0.000,126,73.4
large_battle,195411,13.000,76.92,0.000,0.000,0.000,126,73.4
large_battle,195429,18.200,54.95,0.100,0.000,0.000,126,83.8
large_battle,195444,14.400,69.44,0.000,0.000,0.000,126,83.8
large_battle,195459,15.700,63.69,0.000,0.000,0.000,126,83.8
large_battle,195476,16.500,60.61,0.000,0.000,0.000,126,83.8
large_battle,195493,16.800,59.52,0.100,0.000,0.000,126,43.0
large_battle,195515,22.600,44.25,0.000,0.000,0.000,126,43.0
large_battle,195529,13.700,72.99,0.000,0.100,0.000,126,43.0
large_battle,195549,19.700,50.76,0.100,0.000,0.000,126,53.4
large_battle,195564,15.100,66.23,0.000,0.100,0.000,126,53.4
large_battle,195577,13.500,74.07,0.100,0.000,0.000,126,53.4
large_battle,195595,17.800,56.18,0.000,0.100,0.000,126,53.4
large_battle,195615,19.600,51.02,0.100,0.000,0.000,126,69.9
large_battle,195628,13.600,73.53,0.100,0.000,0.000,126,69.9
large_battle,195650,21.600,46.30,0.000,0.000,0.000,126,69.9
large_battle,195663,13.600,73.53,0.000,0.000,0.000,126,69.9
large_battle,195676,13.000,76.92,0.000,0.000,0.000,126,80.5
large_battle,195698,21.800,45.87,0.100,0.000,0.000,126,80.5
large_battle,195711,13.200,75.76,0.000,0.000,0.000,126,80.5
large_battle,195727,15.400,64.94,0.100,0.000,0.000,126,90.9
large_battle,195748,21.500,46.51,0.000,0.000,0.000,126,90.9
large_battle,195762,13.400,74.63,0.100,0.000,0.000,126,90.9
large_battle,195779,17.200,58.14,0.100,0.100,0.000,126,43.8
large_battle,195797,18.000,55.56,0.000,0.000,0.000,126,43.8
large_battle,195811,13.700,72.99,0.000,0.100,0.000,126,43.8
large_battle,195833,22.400,44.64,0.100,0.000,0.000,126,54.2
large_battle,195847,13.900,71.94,0.000,0.000,0.000,126,54.2
large_battle,195860,13.500,74.07,0.000,0.000,0.000,126,54.2
large_battle,195883,22.200,45.05,0.100,0.000,0.000,126,54.2
large_battle,195897,13.900,71.94,0.000,0.100,0.000,126,64.9
large_battle,195910,13.400,74.63,0.000,0.100,0.000,126,64.9
large_battle,195932,21.900,45.66,0.100,0.000,0.000,126,64.9
large_battle,195945,13.400,74.63,0.100,0.000,0.000,126,64.9
large_battle,195967,21.500,46.51,0.000,0.000,0.000,126,77.5
large_battle,195980,13.200,75.76,0.000,0.000,0.000,126,77.5
large_battle,195993,13.200,75.76,0.000,0.000,0.000,126,77.5
large_battle,196015,22.200,45.05,0.000,0.000,0.000,126,77.5
large_battle,196028,13.100,76.34,0.000,0.000,0.000,126,88.2
large_battle,196050,21.900,45.66,0.100,0.000,0.000,126,88.2
large_battle,196064,13.300,75.19,0.200,0.000,0.000,126,88.2
large_battle,196077,13.800,72.46,0.000,0.000,0.000,126,88.2
large_battle,196099,21.900,45.66,0.100,0.000,0.000,126,100.7
large_battle,196116,16.200,61.73,0.000,0.000,0.000,126,100.7
large_battle,196130,14.100,70.92,0.000,0.100,0.000,126,100.7
large_battle,196145,15.800,63.29,0.000,0.000,0.000,126,100.7
large_battle,196164,19.000,52.63,0.000,0.000,0.000,126,57.0
large_battle,196179,14.300,69.93,0.000,0.000,0.000,126,57.0
large_battle,196193,14.700,68.03,0.100,0.000,0.000,126,57.0
large_battle,196210,16.200,61.73,0.000,0.000,0.000,126,57.0
large_battle,196226,16.500,60.61,0.000,0.000,0.000,126,73.5
large_battle,196243,16.700,59.88,0.100,0.000,0.000,126,73.5
large_battle,196260,16.700,59.88,0.100,0.100,0.000,126,73.5
large_battle,196276,16.600,60.24,0.000,0.100,0.000,126,73.5
large_battle,196299,22.700,44.05,0.100,0.000,0.000,126,90.0
large_battle,196312,13.600,73.53,0.000,0.100,0.000,126,90.0
large_battle,196335,22.500,44.44,0.100,0.000,0.000,126,90.0
large_battle,196350,14.800,67.57,0.000,0.000,0.000,126,98.4
large_battle,196363,13.400,74.63,0.000,0.000,0.000,126,98.4
large_battle,196376,13.300,75.19,0.000,0.000,0.000,126,98.4
large_battle,196399,23.000,43.48,0.100,0.000,0.000,126,98.4
large_battle,196414,14.400,69.44,0.000,0.000,0.000,126,53.7
large_battle,196430,16.600,60.24,0.100,0.000,0.000,126,53.7
large_battle,196447,16.100,62.11,0.000,0.100,0.000,126,53.7
large_battle,196463,16.500,60.61,0.100,0.100,0.000,126,53.7
large_battle,196485,21.600,46.30,0.100,0.000,0.000,126,70.2
large_battle,196498,13.500,74.07,0.000,0.100,0.000,126,70.2
large_battle,196512,13.600,73.53,0.000,0.000,0.000,126,70.2
large_battle,196534,22.000,45.45,0.000,0.000,0.000,126,70.2
large_battle,196547,13.400,74.63,0.000,0.000,0.000,126,80.9
large_battle,196561,14.000,71.43,0.000,0.100,0.000,126,80.9
large_battle,196584,22.600,44.25,0.000,0.000,0.000,126,80.9
large_battle,196597,13.500,74.07,0.100,0.000,0.000,126,89.3
large_battle,196610,13.100,76.34,0.100,0.000,0.000,126,89.3
large_battle,196633,22.300,44.84,0.000,0.000,0.000,126,89.3
large_battle,196646,13.700,72.99,0.100,0.000,0.000,126,89.3
large_battle,196664,17.400,57.47,0.100,0.000,0.000,126,101.9
large_battle,196681,17.400,57.47,0.000,0.000,0.000,126,101.9
large_battle,196702,20.800,48.08,0.200,0.000,0.000,126,101.9
large_battle,196713,11.200,89.29,0.000,0.000,0.000,126,101.9
large_battle,196727,14.300,69.93,0.100,0.000,0.000,126,46.1
large_battle,196743,15.700,63.69,0.000,0.000,0.000,126,46.1
large_battle,196765,21.900,45.66,0.100,0.000,0.000,126,46.1
large_battle,196778,13.300,75.19,0.200,0.000,0.000,126,56.6
large_battle,196798,19.400,51.55,0.000,0.100,0.000,126,56.6
large_battle,196811,13.400,74.63,0.000,0.000,0.000,126,56.6
large_battle,196826,15.200,65.79,0.100,0.000,0.100,126,56.6
large_battle,196843,16.800,59.52,0.000,0.000,0.000,126,73.0
large_battle,196860,16.700,59.88,0.000,0.000,0.000,126,73.0
large_battle,196877,16.800,59.52,0.000,0.000,0.000,126,73.0
large_battle,196893,16.800,59.52,0.100,0.000,0.000,126,85.4
large_battle,196914,20.100,49.75,0.000,0.000,0.000,126,85.4
large_battle,196928,14.900,67.11,0.100,0.000,0.000,126,85.4
large_battle,196943,14.900,67.11,0.000,0.100,0.000,126,85.4
large_battle,196960,16.600,60.24,0.000,0.000,0.000,126,43.5
large_battle,196977,16.700,59.88,0.100,0.100,0.000,126,43.5
large_battle,196993,16.600,60.24,0.000,0.200,0.000,126,43.5
large_battle,197010,16.700,59.88,0.000,0.000,0.000,126,43.5
large_battle,197027,16.700,59.88,0.000,0.000,0.000,126,60.0
large_battle,197043,16.500,60.61,0.000,0.100,0.000,126,60.0
large_battle,197062,19.200,52.08,0.000,0.000,0.000,126,60.0
large_battle,197077,14.300,69.93,0.100,0.000,0.100,126,72.3
large_battle,197093,16.700,59.88,0.100,0.000,0.000,126,72.3
large_battle,197111,17.900,55.87,0.000,0.000,0.000,126,72.3
large_battle,197127,15.400,64.94,0.000,0.000,0.000,126,72.3
large_battle,197144,16.900,59.17,0.000,0.000,0.000,126,88.8
large_battle,197160,16.400,60.98,0.100,0.000,0.000,126,88.8
large_battle,197179,18.700,53.48,0.100,0.000,0.000,126,88.8
large_battle,197193,14.700,68.03,0.100,0.000,0.000,126,88.8
large_battle,197210,16.900,59.17,0.100,0.000,0.000,126,46.5
large_battle,197227,16.300,61.35,0.000,0.000,0.000,126,46.5
large_battle,197243,16.800,59.52,0.100,0.000,0.000,126,46.5
large_battle,197260,16.800,59.52,0.200,0.000,0.000,126,46.5
large_battle,197283,22.600,44.25,0.000,0.000,0.000,126,63.0
large_battle,197297,14.400,69.44,0.000,0.100,0.000,126,63.0
large_battle,197311,13.400,74.63,0.000,0.100,0.000,126,63.0
large_battle,197329,18.900,52.91,0.000,0.000,0.000,126,63.0
large_battle,197349,19.700,50.76,0.000,0.000,0.000,126,77.5
large_battle,197365,15.400,64.94,0.000,0.000,0.000,126,77.5
large_battle,197381,16.200,61.73,0.100,0.000,0.000,126,77.5
large_battle,197394,13.700,72.99,0.000,0.000,0.000,126,77.5
large_battle,197416,21.600,46.30,0.000,0.000,0.000,126,92.1
large_battle,197427,10.900,91.74,0.100,0.000,0.000,126,92.1
large_battle,197445,18.200,54.95,0.100,0.000,0.000,126,92.1
large_battle,197468,22.400,44.64,0.000,0.000,0.000,126,45.2
large_battle,197481,13.800,72.46,0.000,0.100,0.000,126,45.2
large_battle,197495,13.900,71.94,0.000,0.100,0.000,126,45.2
large_battle,197513,17.700,56.50,0.000,0.000,0.000,126,45.2
large_battle,197527,13.800,72.46,0.100,0.000,0.000,126,57.8
large_battle,197544,16.800,59.52,0.000,0.000,0.000,126,57.8
large_battle,197560,16.600,60.24,0.000,0.000,0.000,126,57.8
large_battle,197583,22.400,44.64,0.100,0.000,0.000,126,70.1
large_battle,197596,13.900,71.94,0.000,0.000,0.000,126,70.1
large_battle,197618,22.000,45.45,0.100,0.000,0.000,126,70.1
large_battle,197632,13.800,72.46,0.100,0.000,0.000,126,70.1
large_battle,197647,14.300,69.93,0.000,0.000,0.000,126,82.7
large_battle,197667,20.400,49.02,0.100,0.000,0.000,126,82.7
large_battle,197680,12.800,78.13,0.000,0.000,0.000,126,82.7
large_battle,197694,13.800,72.46,0.000,0.000,0.000,126,82.7
large_battle,197713,19.000,52.63,0.000,0.100,0.000,126,97.3
large_battle,197733,20.900,47.85,0.100,0.000,0.000,126,97.3
large_battle,197746,12.600,79.37,0.100,0.000,0.000,126,97.3
large_battle,197760,14.100,70.92,0.000,0.000,0.000,126,97.3
large_battle,197777,16.800,59.52,0.100,0.000,0.000,126,56.4
large_battle,197794,16.700,59.88,0.000,0.000,0.000,126,56.4
large_battle,197810,16.600,60.24,0.000,0.000,0.000,126,56.4
large_battle,197827,16.600,60.24,0.000,0.000,0.000,126,56.4
large_battle,197844,16.800,59.52,0.000,0.000,0.000,126,72.9
large_battle,197860,16.700,59.88,0.000,0.000,0.000,126,72.9
large_battle,197877,16.500,60.61,0.000,0.000,0.000,126,72.9
large_battle,197894,16.700,59.88,0.000,0.100,0.000,126,72.9
large_battle,197913,19.900,50.25,0.000,0.100,0.000,126,89.3
large_battle,197935,21.100,47.39,0.000,0.000,0.000,126,89.3
large_battle,197948,13.500,74.07,0.000,0.000,0.000,126,89.3
large_battle,197962,13.600,73.53,0.000,0.000,0.000,126,89.3
large_battle,197987,25.700,38.91,0.000,0.000,0.000,126,46.8
large_battle,198001,13.700,72.99,0.000,0.100,0.000,126,46.8
large_battle,198015,13.800,72.46,0.000,0.000,0.000,126,46.8
large_battle,198028,13.200,75.76,0.000,0.000,0.000,126,46.8
large_battle,198048,20.300,49.26,0.000,0.000,0.000,126,57.4
large_battle,198063,14.900,67.11,0.000,0.100,0.000,126,57.4
large_battle,198077,13.800,72.46,0.000,0.000,0.000,126,57.4
large_battle,198094,16.800,59.52,0.000,0.000,0.000,126,57.4
large_battle,198110,16.600,60.24,0.200,0.000,0.000,126,73.9
large_battle,198132,21.200,47.17,0.100,0.000,0.000,126,73.9
large_battle,198145,13.000,76.92,0.100,0.000,0.000,126,73.9
large_battle,198165,20.600,48.54,0.000,0.000,0.000,126,84.3
large_battle,198180,14.500,68.97,0.000,0.000,0.000,126,84.3
large_battle,198194,14.300,69.93,0.000,0.100,0.000,126,84.3
large_battle,198211,16.500,60.61,0.000,0.000,0.000,126,84.3
large_battle,198230,19.000,52.63,0.000,0.100,0.000,126,45.6
large_battle,198246,16.300,61.35,0.000,0.100,0.000,126,45.6
large_battle,198273,27.600,36.23,0.100,0.000,0.000,126,45.6
large_battle,198287,13.500,74.07,0.000,0.000,0.000,126,44.7
large_battle,198299,12.500,80.00,0.100,0.000,0.000,126,44.7
large_battle,198315,15.200,65.79,0.000,0.000,0.000,126,44.7
large_battle,198332,17.000,58.82,0.100,0.000,0.000,126,44.7
large_battle,198349,17.300,57.80,0.100,0.000,0.000,126,59.2
large_battle,198367,17.600,56.82,0.000,0.000,0.000,126,59.2
large_battle,198382,15.500,64.52,0.000,0.000,0.000,126,59.2
large_battle,198396,14.400,69.44,0.000,0.100,0.000,126,59.2
large_battle,198415,18.100,55.25,0.000,0.000,0.000,126,75.7
large_battle,198427,12.900,77.52,0.000,0.000,0.000,126,75.7
large_battle,198450,22.200,45.05,0.100,0.100,0.000,126,75.7
large_battle,198463,13.200,75.76,0.200,0.000,0.000,126,75.7
large_battle,198484,21.400,46.73,0.100,0.000,0.000,126,88.3
large_battle,198498,13.400,74.63,0.000,0.100,0.000,126,88.3
large_battle,198516,18.500,54.05,0.000,0.000,0.000,126,88.3
large_battle,198530,13.800,72.46,0.000,0.000,0.000,126,88.3
large_battle,198546,15.600,64.10,0.000,0.000,0.000,126,46.2
large_battle,198562,16.400,60.98,0.000,0.000,0.000,126,46.2
large_battle,198585,22.900,43.67,0.000,0.100,0.000,126,46.2
large_battle,198597,12.200,81.97,0.100,0.000,0.000,126,56.6
large_battle,198611,13.500,74.07,0.000,0.000,0.000,126,56.6
large_battle,198628,17.100,58.48,0.000,0.100,0.000,126,56.6
large_battle,198648,20.400,49.02,0.000,0.000,0.000,126,68.9
large_battle,198665,17.100,58.48,0.100,0.000,0.000,126,68.9
large_battle,198679,14.100,70.92,0.000,0.100,0.000,126,68.9
large_battle,198694,14.700,68.03,0.100,0.000,0.000,126,68.9
large_battle,198716,22.400,44.64,0.100,0.000,0.000,126,85.4
large_battle,198729,13.000,76.92,0.000,0.100,0.000,126,85.4
large_battle,198746,16.400,60.98,0.000,0.100,0.000,126,85.4
large_battle,198762,16.000,62.50,0.000,0.100,0.000,126,85.4
large_battle,198779,16.900,59.17,0.100,0.100,0.000,126,43.1
large_battle,198798,19.200,52.08,0.000,0.100,0.000,126,43.1
large_battle,198812,14.300,69.93,0.000,0.100,0.000,126,43.1
large_battle,198834,21.900,45.66,0.000,0.000,0.000,126,55.5
large_battle,198847,13.300,75.19,0.000,0.000,0.000,126,55.5
large_battle,198865,17.900,55.87,0.000,0.000,0.000,126,55.5
large_battle,198878,12.500,80.00,0.100,0.000,0.000,126,55.5
large_battle,198900,22.300,44.84,0.000,0.000,0.000,126,68.1
large_battle,198916,16.000,62.50,0.100,0.000,0.000,126,68.1
large_battle,198930,14.400,69.44,0.100,0.000,0.000,126,68.1
large_battle,198945,15.000,66.67,0.000,0.000,0.000,126,68.1
large_battle,198961,15.500,64.52,0.100,0.000,0.000,126,84.5
large_battle,198978,16.600,60.24,0.100,0.000,0.000,126,84.5
large_battle,198994,16.600,60.24,0.100,0.000,0.000,126,84.5
large_battle,199011,16.600,60.24,0.000,0.000,0.000,126,84.5
large_battle,199033,22.600,44.25,0.100,0.000,0.000,126,43.9
large_battle,199047,13.800,72.46,0.000,0.000,0.000,126,43.9
large_battle,199067,19.400,51.55,0.000,0.000,0.000,126,43.9
large_battle,199081,14.800,67.57,0.000,0.000,0.000,126,43.9
large_battle,199102,20.600,48.54,0.000,0.000,0.000,126,58.5
large_battle,199115,13.100,76.34,0.100,0.000,0.000,126,58.5
large_battle,199130,15.200,65.79,0.100,0.000,0.000,126,58.5
large_battle,199144,14.200,70.42,0.100,0.000,0.000,126,58.5
large_battle,199161,16.600,60.24,0.100,0.000,0.000,126,73.0
large_battle,199178,16.700,59.88,0.100,0.000,0.000,126,73.0
large_battle,199199,21.600,46.30,0.000,0.100,0.000,126,73.0
large_battle,199213,14.100,70.92,0.000,0.000,0.000,126,83.4
large_battle,199235,21.800,45.87,0.100,0.000,0.000,126,83.4
large_battle,199249,14.100,70.92,0.100,0.000,0.000,126,83.4
large_battle,199263,13.400,74.63,0.100,0.000,0.000,126,83.4
large_battle,199285,21.900,45.66,0.000,0.000,0.000,126,96.0
large_battle,199298,13.500,74.07,0.000,0.000,0.000,126,96.0
large_battle,199314,16.100,62.11,0.100,0.000,0.000,126,96.0
large_battle,199331,17.000,58.82,0.000,0.000,0.000,126,96.0
large_battle,199346,14.700,68.03,0.100,0.000,0.000,126,53.0
large_battle,199368,22.500,44.44,0.000,0.000,0.000,126,53.0
large_battle,199382,13.200,75.76,0.000,0.000,0.000,126,53.0
large_battle,199398,16.800,59.52,0.000,0.000,0.000,126,63.4
large_battle,199412,13.600,73.53,0.000,0.000,0.000,126,63.4
large_battle,199428,15.600,64.10,0.000,0.000,0.000,126,63.4
large_battle,199444,16.700,59.88,0.100,0.000,0.000,126,63.4
large_battle,199461,16.700,59.88,0.100,0.000,0.000,126,77.9
large_battle,199478,16.600,60.24,0.100,0.000,0.000,126,77.9
large_battle,199494,16.800,59.52,0.000,0.000,0.000,126,77.9
large_battle,199514,19.800,50.51,0.100,0.000,0.000,126,90.3
large_battle,199530,15.300,65.36,0.000,0.000,0.000,126,90.3
large_battle,199546,16.000,62.50,0.000,0.100,0.000,126,90.3
large_battle,199567,21.500,46.51,0.100,0.000,0.000,126,47.5
large_battle,199581,13.700,72.99,0.000,0.000,0.000,126,47.5
large_battle,199598,16.900,59.17,0.000,0.000,0.000,126,47.5
large_battle,199613,15.200,65.79,0.200,0.000,0.000,126,47.5
large_battle,199628,14.900,67.11,0.100,0.000,0.000,126,62.0
large_battle,199645,16.800,59.52,0.100,0.000,0.000,126,62.0
large_battle,199661,16.600,60.24,0.100,0.000,0.000,126,62.0
large_battle,199682,20.500,48.78,0.100,0.000,0.000,126,74.4
large_battle,199699,17.000,58.82,0.000,0.100,0.000,126,74.4
large_battle,199713,14.400,69.44,0.000,0.000,0.000,126,74.4
large_battle,199730,17.400,57.47,0.100,0.000,0.000,126,74.4
large_battle,199752,21.900,45.66,0.000,0.100,0.000,126,90.8
large_battle,199764,12.100,82.64,0.000,0.100,0.000,126,90.8
large_battle,199779,14.100,70.92,0.100,0.000,0.000,126,90.8
large_battle,199798,19.400,51.55,0.000,0.000,0.000,126,90.8
large_battle,199813,15.300,65.36,0.200,0.000,0.000,126,48.3
large_battle,199839,25.300,39.53,0.100,0.000,0.000,126,48.3
large_battle,199852,13.400,74.63,0.100,0.000,0.000,126,48.3
large_battle,199864,12.200,81.97,0.100,0.100,0.000,126,45.9
large_battle,199878,13.700,72.99,0.200,0.000,0.000,126,45.9
large_battle,199894,16.600,60.24,0.000,0.100,0.000,126,45.9
large_battle,199916,21.900,45.66,0.000,0.000,0.000,126,58.3
large_battle,199930,13.400,74.63,0.000,0.000,0.000,126,58.3
large_battle,199951,21.700,46.08,0.000,0.100,0.000,126,58.3
large_battle,199965,13.100,76.34,0.000,0.000,0.000,126,58.3
large_battle,199978,13.400,74.63,0.100,0.000,0.000,126,70.8
large_battle,199995,16.800,59.52,0.000,0.100,0.000,126,70.8
large_battle,200015,19.800,50.51,0.100,0.000,0.000,126,70.8
large_battle,200028,13.600,73.53,0.100,0.000,0.000,126,81.3
large_battle,200045,16.500,60.61,0.100,0.000,0.000,126,81.3
large_battle,200062,17.300,57.80,0.000,0.000,0.000,126,81.3
large_battle,200083,21.100,47.39,0.000,0.000,0.000,126,93.6
large_battle,200096,12.900,77.52,0.100,0.100,0.000,126,93.6
large_battle,200115,19.000,52.63,0.000,0.000,0.000,126,93.6
large_battle,200129,13.600,73.53,0.000,0.000,0.000,126,93.6
large_battle,200147,18.600,53.76,0.000,0.000,0.000,126,49.6
large_battle,200170,22.800,43.86,0.100,0.000,0.000,126,49.6
large_battle,200182,12.400,80.65,0.000,0.000,0.000,126,49.6
large_battle,200198,15.800,63.29,0.000,0.000,0.100,126,60.0
large_battle,200211,13.200,75.76,0.100,0.000,0.000,126,60.0
large_battle,200228,16.800,59.52,0.000,0.000,0.000,126,60.0
large_battle,200245,16.500,60.61,0.000,0.000,0.000,126,60.0
large_battle,200262,17.400,57.47,0.000,0.000,0.000,126,76.5
large_battle,200278,16.100,62.11,0.100,0.000,0.000,126,76.5
large_battle,200295,16.700,59.88,0.000,0.100,0.000,126,76.5
large_battle,200311,16.600,60.24,0.000,0.000,0.000,126,76.5
large_battle,200328,16.800,59.52,0.000,0.000,0.000,126,93.0
large_battle,200345,16.600,60.24,0.000,0.000,0.000,126,93.0
large_battle,200364,19.200,52.08,0.000,0.000,0.000,126,93.0
large_battle,200385,21.300,46.95,0.100,0.000,0.000,126,48.2
large_battle,200400,14.600,68.49,0.000,0.000,0.000,126,48.2
large_battle,200419,19.300,51.81,0.000,0.100,0.000,126,48.2
large_battle,200433,13.900,71.94,0.000,0.100,0.000,126,48.2
large_battle,200447,13.400,74.63,0.000,0.100,0.000,126,60.8
large_battle,200469,22.700,44.05,0.100,0.000,0.000,126,60.8
large_battle,200482,13.200,75.76,0.100,0.000,0.000,126,60.8
large_battle,200496,13.100,76.34,0.100,0.000,0.000,126,60.8
large_battle,200516,20.800,48.08,0.100,0.000,0.000,126,73.4
large_battle,200530,13.700,72.99,0.100,0.000,0.000,126,73.4
large_battle,200545,15.000,66.67,0.000,0.000,0.000,126,73.4
large_battle,200564,19.000,52.63,0.000,0.000,0.000,126,73.4
large_battle,200586,21.900,45.66,0.000,0.000,0.000,126,87.9
large_battle,200599,13.000,76.92,0.000,0.100,0.000,126,87.9
large_battle,200612,13.100,76.34,0.100,0.000,0.000,126,87.9
large_battle,200634,22.000,45.45,0.100,0.000,0.000,126,87.9
large_battle,200647,13.200,75.76,0.000,0.100,0.000,126,98.6
large_battle,200666,18.600,53.76,0.100,0.100,0.000,126,98.6
large_battle,200682,16.300,61.35,0.000,0.000,0.000,126,98.6
large_battle,200698,15.800,63.29,0.000,0.000,0.000,126,53.2
large_battle,200714,16.400,60.98,0.000,0.100,0.000,126,53.2
large_battle,200734,19.400,51.55,0.100,0.000,0.000,126,53.2
large_battle,200749,15.100,66.23,0.000,0.000,0.000,126,65.6
large_battle,200764,15.300,65.36,0.000,0.000,0.000,126,65.6
large_battle,200786,21.500,46.51,0.000,0.000,0.000,126,65.6
large_battle,200799,13.600,73.53,0.100,0.000,0.000,126,76.0
large_battle,200813,13.300,75.19,0.100,0.000,0.000,126,76.0
large_battle,200835,22.100,45.25,0.000,0.000,0.000,126,76.0
large_battle,200848,13.000,76.92,0.100,0.000,0.000,126,76.0
large_battle,200864,16.300,61.35,0.100,0.000,0.000,126,88.6
large_battle,200879,14.600,68.49,0.000,0.100,0.000,126,88.6
large_battle,200900,21.900,45.66,0.100,0.000,0.000,126,88.6
large_battle,200914,13.400,74.63,0.100,0.000,0.000,126,88.6
large_battle,200939,25.000,40.00,0.100,0.000,0.000,126,45.8
large_battle,200953,13.800,72.46,0.100,0.000,0.000,126,45.8
large_battle,200966,13.800,72.46,0.100,0.000,0.000,126,45.8
large_battle,200981,14.500,68.97,0.100,0.000,0.000,126,45.8
large_battle,200996,15.300,65.36,0.000,0.000,0.000,126,56.5
large_battle,201014,17.300,57.80,0.100,0.000,0.000,126,56.5
large_battle,201036,22.600,44.25,0.000,0.000,0.000,126,56.5
large_battle,201050,14.100,70.92,0.100,0.000,0.100,126,66.9
